"ip_dst	count"
".1	1766294"
".89	433612"
".41	423340"
".224	421612"
".61	413494"
".57	412706"
".174	403054"
".135	402452"
".167	399128"
".20	398142"
".90	394582"
".36	394548"
".212	392394"
".161	392188"
".77	390698"
".171	390324"
".170	389456"
".210	389270"
".95	388812"
".108	388736"
".52	388412"
