ip_src	count
92.63.197.97	4876680
183.136.225.5	1021432
104.156.155.11	751052
91.218.115.144	749972
185.224.128.219	705794
23.148.145.28	531582
89.248.168.42	528442
94.102.61.28	429558
146.88.240.4	425750
94.102.61.39	412758
185.224.128.17	411144
89.248.163.189	406622
94.102.61.40	397462
94.102.61.3	370076
94.102.61.5	367592
89.248.163.200	366004
94.102.61.38	363490
89.248.163.245	344990
94.102.61.2	336374
94.102.61.42	335392
94.102.61.4	317494
