tcp_dstport	count
0	9454274
23	8765318
22	1534270
80	1435718
8080	1092364
443	895030
445	876896
5555	863824
3389	828422
1433	572044
8081	473806
81	470270
2375	437022
3128	384886
8443	357838
2323	353622
2376	321094
52869	319274
8888	273070
2222	264100
8088	256270
