tcp_flags	count
0x0002	65158988
	6162958
0x0012	480976
0x0010	171782
0x0004	144298
0x00c2	83010
0x0014	22650
0x0000	19148
0x0018	14780
0x003f	7530
0x0482	6424
0x00d2	2218
0x0008	934
0x001a	514
0x0022	366
0x0052	350
0x0019	318
0x003d	256
0x0011	204
0x0092	200
0x0712	74
