ip_src	count
92.63.197.97	5672138
185.156.73.206	5095412
116.202.47.8	2531172
159.203.170.148	1425344
92.63.197.82	965048
183.136.225.5	948080
104.156.155.6	751104
104.156.155.8	750658
91.218.115.144	749972
91.218.115.175	748478
89.248.168.42	715666
89.248.163.189	580740
146.88.240.4	541642
185.224.128.17	511700
94.102.61.28	419446
94.102.61.40	406246
94.102.61.39	403040
213.226.123.61	372812
89.248.163.200	362282
94.102.61.3	353758
94.102.61.5	353690
