tcp_srcport	count
0	9413644
46344	5673836
46334	5096748
46870	2532330
60702	1426454
1024	815182
60000	759760
57619	752840
51625	752622
54879	752544
41674	749570
58914	630178
26200	377532
48462	361152
42653	355556
61000	286234
25565	249114
50468	245484
443	235978
57340	222450
41307	221466
