"ip_dst	count"
".1	646617"
".0	4856"
".99	3783"
".129	2852"
".156	2427"
".100	2153"
".185	2044"
".240	2007"
".118	2005"
".53	2001"
".60	1981"
".122	1977"
".32	1973"
".230	1948"
".199	1944"
".101	1943"
".168	1943"
".94	1936"
".134	1933"
".142	1925"
