tcp_srcport	count
53994	28682276
0	9541460
46870	2306062
45568	1025674
47513	1025588
58914	902600
47026	753760
50671	752584
47838	752522
48545	751838
43292	750766
55169	750638
60000	698396
443	549040
26200	394592
8080	299658
61953	292756
1024	285980
55192	284078
51271	237376
25565	235272
