"ip_dst	count"
".1	1601638"
".113	822734"
".39	497432"
".245	489674"
".242	486734"
".190	477270"
".158	463052"
".147	462646"
".20	461854"
".142	461734"
".177	460170"
".119	456982"
".62	456074"
".81	454496"
".180	454386"
".0	452600"
".25	452430"
".95	452234"
".115	451526"
".226	451468"
".189	451174"
