tcp_flags	count
0x0002	102589136
	10866870
0x0012	831304
0x0010	308872
0x003f	228882
0x0004	146258
0x00c2	132012
0x0018	54978
0x0000	49594
0x0014	39918
0x0482	15292
0x0952	4458
0x0612	2150
0x0092	2050
0x0008	1858
0x0052	1144
0x0212	1134
0x0f12	1016
0x0c52	1006
0x0022	980
0x0312	980
