"ip_dst	count"
".1	692253"
".99	3169"
".0	2573"
".7	2317"
".71	2283"
".4	2273"
".134	2259"
".44	2222"
".5	2203"
".114	2194"
".133	2177"
".129	2063"
".228	2059"
".225	2038"
".91	2016"
".65	2015"
".52	2007"
".161	1997"
".162	1985"
".126	1974"
