ip_src	count
151.236.92.3	8855
151.236.127.2	8491
93.92.69.34	8381
62.152.61.227	8347
151.236.95.14	8344
151.236.89.13	8275
91.231.239.2	8257
31.200.250.4	8242
178.89.107.66	8234
91.231.237.5	8228
89.218.82.128	8223
5.188.152.194	8209
193.33.133.130	8199
185.230.245.34	8187
151.236.64.24	8172
151.236.105.7	8169
88.210.36.123	8158
151.236.110.2	8144
151.236.106.4	8127
185.239.152.4	8117
