"ip_dst	count"
".1	736351"
".0	6182"
".8	3043"
".130	2396"
".161	2280"
".137	2101"
".13	1963"
".177	1902"
".32	1878"
".99	1867"
".154	1866"
".129	1846"
".139	1807"
".120	1806"
".16	1799"
".7	1753"
".143	1741"
".136	1720"
".43	1685"
".20	1655"
