"ip_dst	count"
".1	775728"
".129	3381"
".161	2926"
".0	2922"
".8	2906"
".130	2800"
".99	2348"
".36	2250"
".131	2167"
".2	2150"
".204	2141"
".4	2095"
".79	2091"
".164	2081"
".234	2070"
".14	2066"
".81	2047"
".228	2038"
".119	2010"
".88	2008"
