tcp_srcport	count
0	9095654
41443	4341434
41168	2665606
54436	2553332
52874	2545892
54752	2545418
54929	2544174
54393	2544122
53633	2543684
55664	2543238
54799	2542868
55521	2540546
41043	2487684
41102	2485156
40990	2482410
45271	755060
45205	750770
47710	733072
41638	717782
41854	648388
45768	628620
