"ip_dst	count"
".1	1796540"
".85	560948"
".84	532094"
".53	522860"
".95	521972"
".20	520662"
".0	519150"
".122	518496"
".188	518250"
".51	517650"
".99	517524"
".41	516414"
".112	516376"
".196	516138"
".25	514938"
".226	514062"
".222	513420"
".219	513220"
".224	513088"
".137	512950"
".175	512648"
