ip_src	count
89.248.168.42	751474
104.156.155.7	694064
158.255.7.153	691564
104.156.155.6	672200
183.136.225.42	652766
213.109.202.52	477064
185.224.128.17	399276
77.90.185.182	397482
77.90.185.183	393492
77.90.185.155	369660
77.90.185.158	369050
77.90.185.191	368744
77.90.185.189	367418
77.90.185.188	360994
77.90.185.186	359862
77.90.185.185	357180
77.90.185.184	346428
89.248.163.200	339660
91.210.107.28	309862
77.90.185.122	304704
77.90.185.110	280732
