tcp_flags	count
0x0002	86839588
	8898582
0x0012	651038
0x0010	172828
0x00c2	141044
0x0004	110938
0x0014	38830
0x0000	26370
0x0018	20490
0x003f	16490
0x08c2	5906
0x0482	4470
0x0802	2548
0x0008	1760
0x0019	568
0x0022	466
0x0092	412
0x003d	358
0x0052	350
0x0c82	330
0x0f12	232
