tcp_dstport	count
23	11388990
0	8897526
22	1827410
80	1218424
8080	1004294
8728	963272
3389	924024
443	790330
445	741028
1433	511988
5555	423982
2222	417774
2375	403402
81	313784
8443	296112
8088	295658
8888	279800
1080	269460
3128	266630
5432	264130
8081	262998
