ip_src	count
89.248.163.7	22041254
45.143.200.54	2563828
91.148.190.166	2030266
104.156.155.12	1502188
77.90.185.108	1015502
183.136.225.9	751512
104.156.155.13	751104
104.156.155.3	741830
104.156.155.2	730136
94.103.124.18	535264
79.124.59.202	512438
185.156.73.94	479948
89.248.163.189	469552
185.156.73.89	464606
92.63.197.91	457600
92.63.197.89	454614
92.63.197.93	451828
92.63.197.92	450640
185.156.73.90	448954
92.63.197.90	447418
185.156.73.92	447256
