ip_src	count
185.156.73.206	5120036
89.248.165.58	2247680
141.98.11.19	1678612
95.0.51.80	1223230
89.248.168.42	828228
104.156.155.11	751044
104.156.155.9	736814
104.156.155.5	704030
104.156.155.2	652280
183.136.225.42	546418
89.248.165.35	423350
185.224.128.17	419586
185.81.68.101	398920
89.248.163.200	367984
91.210.107.28	365270
94.102.61.3	327908
77.90.185.161	311638
77.90.185.163	307358
77.90.185.162	306894
77.90.185.160	306574
77.90.185.179	305480
