ip_src	count
151.236.92.3	9234
151.236.79.4	9205
151.236.127.2	8845
91.231.239.2	8746
62.152.61.227	8734
151.236.106.4	8688
89.218.82.128	8681
93.92.69.34	8657
5.188.152.194	8607
31.200.250.4	8603
193.33.133.130	8598
38.99.247.130	8569
151.236.64.24	8564
185.230.245.34	8562
91.231.237.5	8554
151.236.89.13	8549
151.236.101.19	8538
88.210.36.123	8529
185.31.114.25	8529
178.49.133.3	8515
