ip_src	count
89.248.163.189	531257
104.156.155.13	375547
91.210.107.28	375193
141.105.66.209	375158
104.156.155.12	373152
104.156.155.9	369511
173.214.175.178	355820
146.88.240.4	351737
89.248.163.145	332558
185.224.128.17	261856
170.39.218.4	231075
89.248.165.31	227189
65.108.207.171	195616
185.156.73.91	188667
154.89.5.68	167346
89.248.163.200	164062
45.93.16.71	160135
89.248.165.104	154008
45.134.144.119	153064
185.156.73.109	152300
91.240.118.200	142720
