"ip_dst	count"
".1	998824"
".0	182628"
".20	182484"
".154	181912"
".23	181034"
".51	180445"
".58	179686"
".29	178818"
".237	177851"
".56	177143"
".189	176670"
".39	176666"
".180	176552"
".159	176319"
".99	175816"
".134	175508"
".41	175408"
".89	175086"
".156	174961"
".6	174938"
".80	174756"
