udp_srcport	count
0	41548750
1434	29042
5060	28226
47543	26164
57443	26157
49617	26154
41585	26153
41753	26123
30301	24293
8081	23203
5061	22276
8083	21476
5229	20481
5215	19751
1027	18380
6881	18225
8082	16353
4000	16186
8080	15809
1901	14485
5063	13063
