ip_src	count
151.236.92.3	8480
151.236.127.2	8151
62.152.61.227	8027
91.231.239.2	8001
93.92.69.34	7978
89.218.82.128	7962
31.200.250.4	7960
193.33.133.130	7952
38.99.247.130	7933
151.236.89.13	7904
151.236.106.4	7896
5.188.152.194	7895
151.236.101.19	7881
185.230.245.34	7878
91.231.237.5	7877
86.57.224.52	7846
185.141.224.6	7846
185.31.114.25	7846
178.49.133.3	7841
88.210.36.123	7831
