"ip_dst	count"
".1	489458"
".129	3284"
".4	3086"
".225	2841"
".33	2750"
".136	2511"
".199	2506"
".0	2484"
".246	2477"
".130	2476"
".133	2471"
".60	2468"
".8	2461"
".2	2416"
".109	2389"
".90	2388"
".82	2382"
".121	2345"
".103	2326"
".47	2307"
