src_country	count
Russia	370780
China	138513
United States	103721
Kazakhstan	78437
Belarus	24278
Singapore	20365
Ukraine	18515
United Kingdom	14893
Israel	12634
France	12594
Germany	10059
The Netherlands	9755
Japan	9725
South Africa	9175
Canada	8685
Vietnam	8196
India	8100
Moldova	7872
Kyrgyzstan	7804
Taiwan	7379
