ip_src	count
47.246.68.13	14883
151.236.92.3	9499
151.236.79.4	9482
151.236.127.2	9072
62.152.61.227	8920
93.92.69.34	8891
91.231.239.2	8882
5.188.152.194	8816
31.200.250.4	8810
151.236.89.13	8794
91.231.237.5	8792
151.236.64.24	8783
185.230.245.34	8778
88.210.36.123	8747
151.236.110.2	8712
185.31.114.25	8708
151.236.115.20	8707
151.236.106.4	8701
193.33.133.130	8681
185.141.226.2	8677
