"ip_dst	count"
".1	733266"
".129	3416"
".2	3388"
".0	3299"
".131	3125"
".99	2810"
".161	2799"
".8	2616"
".14	2192"
".4	2154"
".187	2123"
".127	2078"
".136	2045"
".65	2021"
".85	2006"
".90	1992"
".15	1982"
".92	1971"
".196	1963"
".18	1962"
