ip_src	count
185.156.73.206	2572532
92.63.197.97	2559468
104.156.155.13	375552
104.156.155.14	375552
104.156.155.12	375541
104.156.155.5	375523
91.218.115.144	375218
89.248.163.189	365371
89.248.165.17	335884
146.88.240.4	301226
185.53.90.167	250020
185.224.128.17	230994
94.102.61.28	189948
185.53.90.169	184528
80.66.77.236	177732
89.248.163.215	176240
94.102.61.40	167953
154.89.5.68	167325
94.102.61.38	166548
94.102.61.39	163670
94.102.61.3	162840
