"ip_dst	count"
".1	924436"
".247	214419"
".182	212424"
".0	195864"
".142	194489"
".20	194488"
".149	189658"
".156	189089"
".180	188714"
".167	188216"
".189	188206"
".27	188185"
".82	188159"
".206	188088"
".90	187984"
".169	187968"
".135	187777"
".74	187700"
".33	187587"
".123	187580"
".185	187573"
