ip_src	count
185.156.73.206	7667306
92.63.197.97	4283218
89.248.168.42	1166588
183.136.225.5	990518
104.156.155.6	751102
158.255.7.157	736670
91.218.114.197	729528
146.88.240.4	625972
92.63.197.82	534240
104.156.155.10	470550
94.102.61.28	408492
94.102.61.40	395620
94.102.61.39	390860
89.248.163.189	366602
94.102.61.38	357158
94.102.61.3	354226
94.102.61.5	340916
95.214.55.85	338872
89.248.163.200	335668
185.233.19.68	332834
94.102.61.2	316928
