tcp_dstport	count
23	10798386
0	9299886
22	1868652
80	1430758
445	924662
5555	916570
443	795872
3389	794280
8080	768658
1433	598992
81	544236
2375	457964
8081	356396
2376	347490
2323	327686
8443	325382
60023	296954
2222	289580
8888	284414
3306	272424
8088	233420
